split_id,n_trees,accuracy,auc_roc,f1
0,1,0.628319,0.962944,0.771739
0,2,0.911504,0.970154,0.934211
0,3,0.929204,0.969484,0.946667
0,4,0.955752,0.981724,0.965986
0,5,0.955752,0.983065,0.965986
0,6,0.964602,0.981724,0.972603
0,7,0.964602,0.980382,0.972603
0,8,0.964602,0.981724,0.972603
0,9,0.964602,0.981053,0.972603
0,10,0.946903,0.981053,0.958333
0,11,0.946903,0.980047,0.958333
0,12,0.964602,0.981053,0.972603
0,13,0.955752,0.980047,0.965517
0,14,0.973451,0.981053,0.979310
0,15,0.964602,0.980718,0.972222
1,1,0.628319,0.981221,0.771739
1,2,0.920354,0.995808,0.940397
1,3,0.946903,0.995808,0.959459
1,4,0.955752,0.997150,0.965517
1,5,0.955752,0.997150,0.965517
1,6,0.955752,0.996479,0.965517
1,7,0.955752,0.996814,0.965517
1,8,0.955752,0.996982,0.965517
1,9,0.955752,0.997988,0.965517
1,10,0.955752,0.997653,0.965517
1,11,0.955752,0.997988,0.965517
1,12,0.973451,0.998323,0.979021
1,13,0.973451,0.997653,0.979021
1,14,0.955752,0.997317,0.965517
1,15,0.955752,0.997317,0.965517
2,1,0.628319,0.970993,0.771739
2,2,0.911504,0.973340,0.934211
2,3,0.946903,0.972334,0.959459
2,4,0.964602,0.972837,0.972603
2,5,0.982301,0.970825,0.986111
2,6,0.982301,0.970825,0.986111
2,7,0.982301,0.969819,0.986111
2,8,0.982301,0.977364,0.986111
2,9,0.982301,0.977364,0.986111
2,10,0.982301,0.976861,0.986111
2,11,0.982301,0.975855,0.986111
2,12,0.982301,0.975855,0.986111
2,13,0.982301,0.976190,0.986111
2,14,0.982301,0.974681,0.986111
2,15,0.982301,0.974681,0.986111
3,1,0.628319,0.959759,0.771739
3,2,0.911504,0.972502,0.931507
3,3,0.911504,0.972837,0.931507
3,4,0.929204,0.977867,0.944444
3,5,0.946903,0.979041,0.957746
3,6,0.946903,0.979041,0.957746
3,7,0.964602,0.978538,0.971429
3,8,0.964602,0.977197,0.971429
3,9,0.964602,0.978538,0.971429
3,10,0.964602,0.978706,0.971429
3,11,0.964602,0.980382,0.971429
3,12,0.964602,0.980718,0.971429
3,13,0.973451,0.980550,0.978723
3,14,0.973451,0.980885,0.978723
3,15,0.973451,0.980382,0.978723
4,1,0.628319,0.968142,0.771739
4,2,0.858407,0.974849,0.898734
4,3,0.929204,0.981556,0.946667
4,4,0.938053,0.979209,0.951724
4,5,0.955752,0.978538,0.965035
4,6,0.938053,0.979879,0.951724
4,7,0.946903,0.978706,0.958333
4,8,0.955752,0.978873,0.965035
4,9,0.955752,0.978538,0.965035
4,10,0.955752,0.977532,0.965035
4,11,0.955752,0.978538,0.965035
4,12,0.955752,0.978538,0.965035
4,13,0.955752,0.979544,0.965035
4,14,0.955752,0.979209,0.965035
4,15,0.955752,0.979879,0.965035
