index,set
130,train
560,train
189,train
739,train
702,train
53,train
542,train
215,train
541,train
164,train
23,train
584,train
730,train
635,train
755,train
701,train
93,train
206,train
339,train
322,train
116,train
154,train
266,train
125,train
759,train
408,train
66,train
152,train
667,train
195,train
132,train
681,train
429,train
88,train
111,train
675,train
84,train
243,train
400,train
618,train
417,train
493,train
435,train
24,train
561,train
630,train
216,train
143,train
424,train
185,train
369,train
13,train
748,train
588,train
394,train
301,train
664,train
308,train
662,train
186,train
22,train
375,train
323,train
498,train
292,train
45,train
6,train
586,train
114,train
715,train
319,train
757,train
298,train
731,train
749,train
719,train
753,train
197,train
338,train
179,train
8,train
604,train
355,train
391,train
175,train
647,train
619,train
219,train
678,train
78,train
291,train
545,train
386,train
540,train
592,train
337,train
245,train
546,train
445,train
706,train
414,train
535,train
646,train
689,train
321,train
515,train
31,train
220,train
231,train
676,train
370,train
38,train
2,train
363,train
476,train
506,train
261,train
580,train
746,train
579,train
129,train
683,train
238,train
484,train
648,train
378,train
732,train
270,train
199,train
709,train
276,train
409,train
110,train
293,train
312,train
359,train
444,train
159,train
716,train
356,train
284,train
25,train
590,train
638,train
754,train
614,train
332,train
510,train
468,train
743,train
255,train
603,train
419,train
387,train
577,train
480,train
70,train
612,train
309,train
406,train
109,train
404,train
696,train
37,train
606,train
242,train
171,train
15,train
569,train
366,train
72,train
269,train
693,train
26,train
296,train
218,train
237,train
177,train
360,train
9,train
425,train
213,train
306,train
39,train
761,train
124,train
100,train
221,train
165,train
516,train
193,train
209,train
188,train
314,train
523,train
661,train
448,train
264,train
399,train
740,train
485,train
155,train
427,train
236,train
259,train
280,train
99,train
300,train
328,train
131,train
455,train
43,train
198,train
207,train
418,train
741,train
20,train
305,train
613,train
27,train
232,train
460,train
310,train
365,train
726,train
168,train
496,train
543,train
112,train
462,train
377,train
475,train
86,train
697,train
503,train
544,train
564,train
178,train
21,train
636,train
491,train
33,train
737,train
756,train
600,train
483,train
596,train
442,train
160,train
653,train
126,train
90,train
660,train
113,train
212,train
670,train
601,train
554,train
344,train
729,train
467,train
413,train
46,train
346,train
34,train
410,train
529,train
714,train
294,train
398,train
640,train
29,train
705,train
146,train
439,train
77,train
57,train
174,train
505,train
578,train
331,train
278,train
585,train
181,train
571,train
393,train
202,train
395,train
456,train
492,train
250,train
700,train
421,train
538,train
477,train
423,train
669,train
246,train
288,train
562,train
582,train
433,train
713,train
420,train
622,train
692,train
727,train
176,train
704,train
196,train
304,train
710,train
687,train
30,train
108,train
336,train
690,train
644,train
563,train
290,train
677,train
217,train
668,train
426,train
257,train
184,train
65,train
362,train
652,train
641,train
629,train
350,train
665,train
299,train
735,train
724,train
511,train
138,train
