index,set
54,train
202,train
57,train
106,train
65,train
109,train
24,train
295,train
263,train
76,train
23,train
69,train
206,train
6,train
189,train
243,train
285,train
175,train
16,train
126,train
264,train
210,train
190,train
172,train
105,train
240,train
288,train
110,train
40,train
153,train
244,train
125,train
60,train
248,train
178,train
122,train
123,train
37,train
233,train
226,train
47,train
112,train
187,train
74,train
168,train
292,train
281,train
103,train
119,train
228,train
107,train
55,train
135,train
66,train
118,train
203,train
156,train
113,train
136,train
52,train
73,train
94,train
137,train
72,train
208,train
225,train
83,train
45,train
120,train
2,train
38,train
220,train
79,train
179,train
117,train
192,train
142,train
185,train
22,train
221,train
12,train
289,train
262,train
256,train
266,train
160,train
144,train
36,train
71,train
282,train
232,train
245,train
56,train
8,train
173,train
95,train
274,train
278,train
270,train
258,train
242,train
234,train
229,train
261,train
157,train
291,train
140,train
9,train
68,train
294,train
63,train
162,train
85,train
252,train
174,train
163,train
286,train
138,train
133,train
237,train
180,train
128,train
217,train
290,train
78,train
249,train
200,train
250,train
251,train
100,train
34,train
11,train
199,train
201,train
171,train
129,train
111,train
235,train
77,train
30,train
164,train
149,train
141,train
159,train
241,train
127,train
115,train
46,train
147,train
216,train
59,train
169,train
98,train
89,train
80,train
28,train
7,train
5,train
104,train
165,train
205,train
14,train
88,train
39,train
184,train
177,train
151,train
81,train
53,train
61,train
224,train
19,train
275,train
67,train
91,train
212,train
84,train
247,train
195,train
255,train
231,train
143,train
222,train
236,train
42,train
253,train
121,train
25,train
99,train
75,train
27,train
101,train
219,train
183,train
58,train
15,train
193,train
161,train
4,train
260,train
43,train
259,train
207,train
139,train
246,train
239,train
82,train
269,train
33,train
97,train
188,train
167,train
198,train
150,train
41,train
17,train
35,train
48,train
218,train
215,train
271,train
254,train
102,train
86,train
124,train
214,train
238,train
176,train
227,train
148,train
20,train
3,train
0,train
49,train
70,train
10,train
130,train
13,train
166,test
182,test
211,test
186,test
90,test
62,test
204,test
280,test
170,test
268,test
145,test
108,test
154,test
64,test
276,test
29,test
1,test
155,test
96,test
287,test
44,test
296,test
31,test
293,test
152,test
196,test
32,test
132,test
267,test
191,test
146,test
181,test
279,test
223,test
114,test
158,test
283,test
273,test
26,test
21,test
230,test
92,test
257,test
272,test
87,test
131,test
209,test
116,test
134,test
284,test
277,test
194,test
265,test
213,test
197,test
51,test
93,test
18,test
50,test
