index,set
154,train
45,train
23,train
36,train
190,train
202,train
72,train
210,train
145,train
179,train
1,train
44,train
287,train
156,train
47,train
228,train
233,train
112,train
245,train
110,train
142,train
157,train
66,train
24,train
229,train
248,train
52,train
29,train
234,train
12,train
295,train
140,train
22,train
155,train
137,train
293,train
266,train
189,train
204,train
136,train
281,train
60,train
256,train
56,train
153,train
160,train
276,train
278,train
232,train
144,train
108,train
73,train
76,train
109,train
69,train
125,train
173,train
71,train
282,train
296,train
105,train
107,train
264,train
208,train
192,train
54,train
274,train
294,train
185,train
122,train
258,train
203,train
126,train
95,train
118,train
113,train
244,train
285,train
186,train
117,train
196,train
79,train
262,train
62,train
288,train
152,train
263,train
9,train
90,train
16,train
289,train
96,train
83,train
120,train
226,train
2,train
37,train
40,train
57,train
206,train
221,train
32,train
270,train
166,train
220,train
68,train
135,train
240,train
31,train
242,train
251,train
146,train
43,train
51,train
143,train
4,train
81,train
114,train
158,train
67,train
131,train
223,train
259,train
209,train
231,train
238,train
286,train
10,train
70,train
277,train
19,train
130,train
147,train
102,train
167,train
14,train
138,train
176,train
222,train
148,train
205,train
15,train
252,train
124,train
93,train
115,train
41,train
207,train
42,train
34,train
21,train
13,train
5,train
80,train
0,train
129,train
88,train
101,train
183,train
237,train
132,train
77,train
63,train
246,train
164,train
48,train
75,train
150,train
39,train
78,train
188,train
247,train
151,train
91,train
257,train
269,train
193,train
273,train
230,train
165,train
141,train
239,train
198,train
249,train
53,train
28,train
181,train
89,train
275,train
11,train
85,train
92,train
236,train
50,train
227,train
290,train
99,train
100,train
255,train
116,train
97,train
194,train
253,train
27,train
127,train
235,train
59,train
260,train
61,train
213,train
149,train
82,train
87,train
104,train
159,train
17,train
134,train
215,train
267,train
171,train
25,train
49,train
284,train
121,train
174,train
86,train
133,train
7,train
224,train
200,train
169,train
191,train
33,train
163,train
219,train
201,train
250,train
35,train
225,test
172,test
94,test
119,test
64,test
187,test
170,test
261,test
106,test
55,test
65,test
8,test
123,test
103,test
38,test
211,test
292,test
243,test
291,test
178,test
268,test
175,test
6,test
168,test
280,test
182,test
74,test
84,test
272,test
195,test
217,test
161,test
184,test
279,test
58,test
128,test
241,test
18,test
3,test
30,test
271,test
199,test
20,test
212,test
162,test
197,test
111,test
46,test
214,test
216,test
265,test
139,test
218,test
283,test
254,test
98,test
177,test
180,test
26,test
