index,set
443,train
619,train
750,train
321,train
78,train
93,train
647,train
287,train
731,train
584,train
363,train
468,train
270,train
188,train
695,train
207,train
759,train
535,train
440,train
170,train
9,train
300,train
264,train
317,train
402,train
99,train
369,train
338,train
590,train
485,train
322,train
540,train
706,train
303,train
754,train
661,train
215,train
293,train
189,train
245,train
130,train
451,train
399,train
230,train
31,train
749,train
417,train
45,train
70,train
8,train
308,train
235,train
732,train
387,train
209,train
115,train
541,train
484,train
435,train
0,train
378,train
26,train
595,train
739,train
110,train
56,train
298,train
100,train
659,train
638,train
111,train
356,train
339,train
612,train
11,train
349,train
579,train
693,train
22,train
291,train
730,train
375,train
218,train
243,train
676,train
539,train
314,train
406,train
296,train
545,train
219,train
128,train
561,train
165,train
646,train
569,train
743,train
220,train
515,train
408,train
43,train
719,train
23,train
766,train
159,train
480,train
48,train
326,train
635,train
301,train
17,train
114,train
592,train
386,train
323,train
415,train
216,train
702,train
642,train
502,train
37,train
604,train
328,train
755,train
231,train
319,train
708,train
366,train
722,train
662,train
715,train
400,train
16,train
603,train
394,train
360,train
586,train
516,train
238,train
740,train
546,train
259,train
284,train
404,train
179,train
72,train
683,train
280,train
667,train
269,train
712,train
61,train
199,train
445,train
227,train
716,train
53,train
309,train
611,train
15,train
292,train
427,train
129,train
236,train
84,train
185,train
242,train
254,train
175,train
618,train
577,train
64,train
448,train
24,train
88,train
606,train
689,train
655,train
709,train
409,train
391,train
580,train
701,train
357,train
746,train
359,train
419,train
370,train
255,train
237,train
195,train
675,train
120,train
542,train
332,train
155,train
13,train
154,train
664,train
197,train
748,train
6,train
678,train
2,train
388,train
681,train
14,train
198,train
266,train
283,train
666,train
757,train
164,train
506,train
632,train
183,train
657,train
67,train
412,train
253,train
18,train
599,train
501,train
597,train
224,train
41,train
395,train
318,train
492,train
413,train
163,train
222,train
645,train
453,train
403,train
381,train
274,train
362,train
60,train
279,train
81,train
117,train
247,train
610,train
583,train
760,train
76,train
665,train
497,train
29,train
341,train
59,train
329,train
526,train
138,train
113,train
628,train
626,train
543,train
342,train
172,train
54,train
212,train
684,train
75,train
460,train
517,train
313,train
345,train
439,train
687,train
156,train
615,train
340,train
714,train
416,train
401,train
69,train
644,train
252,train
168,train
488,train
350,train
765,train
58,train
576,train
153,train
528,train
617,train
607,train
94,train
86,train
96,train
201,train
641,train
491,train
101,train
697,train
396,train
496,train
465,train
649,train
555,train
365,train
490,train
42,train
631,train
668,train
27,train
499,train
327,train
161,train
763,train
228,train
479,train
246,train
178,train
585,train
532,train
277,train
151,train
736,train
505,train
596,train
36,train
105,train
305,train
589,train
285,train
294,train
158,train
639,train
346,train
91,train
5,train
250,train
103,train
627,train
690,train
418,train
704,train
211,train
556,train
524,train
244,train
538,train
258,train
558,train
450,train
353,train
112,train
503,train
442,train
102,train
297,train
554,train
762,train
302,train
660,train
262,train
257,train
533,train
449,train
333,train
522,train
137,train
552,train
234,train
489,train
82,train
21,train
383,train
467,train
225,train
529,train
311,train
605,train
144,train
331,train
190,train
575,train
520,train
742,train
530,train
368,train
118,train
133,train
90,train
713,train
107,train
80,train
483,train
142,train
71,train
656,train
705,train
275,train
609,train
