index,set
287,train
415,train
458,train
439,train
427,train
555,train
450,train
395,train
293,train
268,train
478,train
515,train
484,train
481,train
176,train
175,train
232,train
276,train
341,train
550,train
81,train
456,train
454,train
71,train
510,train
477,train
384,train
428,train
530,train
222,train
436,train
380,train
48,train
475,train
59,train
60,train
399,train
406,train
405,train
271,train
312,train
102,train
137,train
491,train
228,train
68,train
133,train
225,train
552,train
66,train
308,train
278,train
200,train
425,train
152,train
178,train
158,train
313,train
183,train
457,train
340,train
151,train
469,train
388,train
143,train
504,train
482,train
150,train
96,train
493,train
269,train
90,train
234,train
46,train
80,train
296,train
381,train
410,train
508,train
251,train
511,train
375,train
354,train
109,train
266,train
333,train
76,train
360,train
130,train
49,train
532,train
331,train
136,train
191,train
334,train
112,train
342,train
270,train
310,train
537,train
422,train
350,train
545,train
169,train
476,train
204,train
110,train
496,train
554,train
311,train
431,train
348,train
247,train
531,train
245,train
367,train
238,train
513,train
221,train
326,train
160,train
466,train
157,train
448,train
67,train
305,train
387,train
345,train
361,train
37,train
402,train
376,train
21,train
315,train
357,train
224,train
63,train
220,train
246,train
211,train
452,train
358,train
294,train
52,train
69,train
231,train
147,train
149,train
107,train
50,train
470,train
447,train
371,train
409,train
556,train
522,train
174,train
286,train
336,train
374,train
344,train
539,train
455,train
195,train
153,train
120,train
291,train
20,train
154,train
148,train
319,train
544,train
480,train
453,train
242,train
527,train
472,train
281,train
314,train
217,train
165,train
209,train
142,train
320,train
518,train
398,train
155,train
495,train
163,train
61,train
404,train
206,train
500,train
235,train
502,train
497,train
92,train
113,train
19,train
397,train
474,train
106,train
525,train
505,train
307,train
316,train
445,train
295,train
506,train
346,train
93,train
267,train
419,train
292,train
437,train
418,train
144,train
423,train
426,train
139,train
483,train
560,train
382,train
216,train
188,train
115,train
434,train
114,train
338,train
103,train
298,train
88,train
289,train
125,train
394,train
494,train
301,train
467,train
401,train
526,train
490,train
101,train
104,train
534,train
55,train
440,train
420,train
471,train
549,train
241,train
89,train
173,train
463,train
140,train
97,train
187,train
391,train
227,train
407,train
226,train
170,train
309,train
299,train
386,train
528,train
488,train
279,train
551,train
465,train
568,train
123,train
290,train
98,train
464,train
459,train
553,train
485,train
166,train
363,train
529,train
332,train
208,train
74,train
559,train
486,train
359,train
499,train
95,train
129,train
85,train
119,train
9,train
514,train
372,train
408,train
250,train
218,train
2,train
385,train
134,train
10,train
94,train
501,train
219,train
562,train
352,train
498,train
283,train
146,train
17,train
517,train
126,train
8,train
117,train
141,train
199,train
197,train
16,train
41,train
12,train
567,train
210,train
193,train
479,train
400,train
272,train
40,train
57,train
30,train
264,train
433,train
72,train
259,train
34,train
263,train
282,train
38,train
78,train
181,train
207,train
184,train
335,train
444,train
15,train
3,train
28,train
430,train
45,train
468,train
64,train
32,train
73,train
521,train
77,train
1,train
214,train
164,train
339,train
323,train
280,train
201,train
254,train
4,train
6,train
330,train
533,train
0,train
369,train
43,train
33,train
75,train
122,train
47,train
161,train
105,train
441,train
237,train
365,train
512,train
366,train
180,train
56,train
536,train
262,train
212,train
370,train
317,train
91,train
563,train
509,train
194,train
135,train
177,train
297,train
196,train
564,train
392,train
451,train
7,train
205,train
202,train
274,train
186,train
215,train
373,train
54,train
244,train
260,train
22,train
389,train
258,train
13,train
198,train
171,train
156,train
118,train
566,train
253,train
62,train
449,train
53,train
256,train
65,train
138,train
351,train
321,train
14,train
329,train
121,train
39,train
82,train
29,train
99,train
233,train
87,train
172,train
487,train
190,train
131,train
489,train
5,train
343,train
492,train
127,train
300,train
27,train
167,train
516,train
257,train
265,train
31,train
277,train
435,train
24,train
35,train
432,train
538,test
303,test
520,test
543,test
390,test
364,test
324,test
318,test
355,test
240,test
284,test
347,test
424,test
462,test
159,test
327,test
524,test
523,test
362,test
111,test
542,test
249,test
51,test
377,test
546,test
124,test
248,test
547,test
275,test
58,test
179,test
145,test
416,test
185,test
383,test
273,test
561,test
540,test
411,test
192,test
378,test
442,test
116,test
557,test
285,test
349,test
322,test
421,test
189,test
288,test
429,test
438,test
306,test
473,test
443,test
325,test
79,test
412,test
243,test
548,test
507,test
84,test
403,test
413,test
356,test
304,test
558,test
541,test
128,test
519,test
396,test
446,test
44,test
23,test
83,test
182,test
42,test
236,test
203,test
337,test
223,test
36,test
108,test
302,test
162,test
460,test
239,test
229,test
535,test
168,test
18,test
252,test
503,test
255,test
261,test
26,test
414,test
393,test
565,test
11,test
213,test
417,test
70,test
379,test
100,test
353,test
461,test
328,test
86,test
230,test
368,test
25,test
132,test
